	sc_id	spot	exp_cor_before	interface_cor_before	mix_cor_before	exp_cor_after	interface_cor_after	mix_cor_after	celltype	UMAP1	UMAP2	st_x	st_y
427	cell_262	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	Endo	1.7333643	4.251118	1875	10125
428	cell_384	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	Endo	1.5678301	4.203009	1875	10125
429	cell_1174	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	ExcitatoryL2and3	1.8550891	4.4509325	1875	10125
430	cell_1284	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	ExcitatoryL2and3	1.9945724	4.335222	1875	10125
431	cell_19	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	ExcitatoryL2and3	1.7920167	4.395502	1875	10125
432	cell_1178	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	ExcitatoryL2and3	1.9322157	4.170965	1875	10125
433	cell_680	spot_51	0.9334650633589292	0.7619890934364295	0.9163174663666792	0.9210307328415682	0.8352263337147412	0.9124502929288856	ExcitatoryL2and3	1.7846103	4.355874	1875	10125
434	cell_1008	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	Pvalb	0.86572534	2.3933969	4875	10875
435	cell_1003	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	Pvalb	0.896273	2.202875	4875	10875
436	cell_504	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	Endo	0.8553909	2.1680794	4875	10875
437	cell_652	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.0264589	1.832459	4875	10875
438	cell_1045	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.0801991	2.1759531	4875	10875
439	cell_1247	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	0.9703501	1.8449017	4875	10875
440	cell_1046	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.184697	2.1664634	4875	10875
441	cell_1070	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.1391649	2.0800502	4875	10875
442	cell_1093	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.2695435	2.1958108	4875	10875
443	cell_989	spot_128	0.9310577447921805	0.578143948794005	0.895766365192363	0.9605166303886787	0.7065009497024822	0.9351150623200591	ExcitatoryL2and3	1.239797	2.1150315	4875	10875
444	cell_446	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Endo	-0.7898825	4.458105	1875	13875
445	cell_651	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Endo	-0.759949	4.4538465	1875	13875
446	cell_1024	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Endo	-0.7372491	4.5051293	1875	13875
447	cell_126	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Astro	-0.7498293	4.4611106	1875	13875
448	cell_890	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Astro	-0.6801922	4.570401	1875	13875
449	cell_799	spot_56	0.9137225792856666	0.3549140095717926	0.8578417223142792	0.9036177182702696	0.47834115783263054	0.8610900622265056	Astro	-0.79923004	4.427785	1875	13875
450	cell_579	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL6	3.755467	3.6939044	2625	7875
451	cell_260	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL6	4.1030045	3.9211345	2625	7875
452	cell_376	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	3.8331718	3.63821	2625	7875
453	cell_292	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	3.8940663	3.8936665	2625	7875
454	cell_1451	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	3.8028705	3.5501616	2625	7875
455	cell_69	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	3.9443948	3.7560894	2625	7875
456	cell_991	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	4.0210648	3.7466812	2625	7875
457	cell_177	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	ExcitatoryL4	3.6825407	3.5113466	2625	7875
458	cell_1402	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	Endo	3.823637	3.397734	2625	7875
459	cell_368	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	Olig	3.8138707	3.907229	2625	7875
460	cell_1322	spot_67	0.9358649189189928	0.6165046319311088	0.9039288902202044	0.9355820876493369	0.7662007266697103	0.9186439515513742	Olig	3.8440073	3.6841629	2625	7875
461	cell_432	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL6	4.4744906	3.9666603	1875	7125
462	cell_487	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL6	4.411619	4.2402563	1875	7125
463	cell_232	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	Endo	4.3500137	3.9562788	1875	7125
464	cell_370	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	Vip	5.2196107	3.6548166	1875	7125
465	cell_267	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	Vip	4.7895956	3.7221115	1875	7125
466	cell_68	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL5	4.2193723	4.2208934	1875	7125
467	cell_729	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL5	4.12274	4.2554717	1875	7125
468	cell_356	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL5	4.346271	4.0774927	1875	7125
469	cell_8	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL5	4.436381	3.964741	1875	7125
470	cell_862	spot_47	0.9232561339700076	0.7409249852990523	0.905023019102912	0.9408685678781236	0.7043660315325644	0.9172183142435676	ExcitatoryL5	4.2550287	4.004098	1875	7125
471	cell_76	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.124487	3.4870944	1125	1875
472	cell_256	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.077292	3.4269702	1125	1875
473	cell_1311	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.004217	3.2921054	1125	1875
474	cell_271	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.387062	3.4735951	1125	1875
475	cell_678	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.3020115	3.4245415	1125	1875
476	cell_294	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Olig	9.132337	3.4700754	1125	1875
477	cell_259	spot_21	0.860821379362521	0.7886523167605581	0.8536044731023248	0.9388303617265716	0.8055732780884882	0.9255046533627633	Astro	9.474248	3.4339106	1125	1875
478	cell_1257	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.5499306	3.0427194	2625	4875
479	cell_1179	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.4400706	3.427677	2625	4875
480	cell_552	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.7191133	2.8116117	2625	4875
481	cell_195	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.653898	3.0757105	2625	4875
482	cell_1167	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.5494742	3.1703796	2625	4875
483	cell_89	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.5914693	2.8480518	2625	4875
484	cell_257	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL6	6.6554995	2.9799738	2625	4875
485	cell_115	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	Sst	6.795851	2.8946662	2625	4875
486	cell_154	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL5	6.8206553	3.019443	2625	4875
487	cell_640	spot_63	0.9391113139006956	0.400698011715747	0.8852699836822007	0.9244390891087819	0.7842017379725931	0.910415353995163	ExcitatoryL5	6.517441	2.992389	2625	4875
488	cell_1400	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	Endo	0.9269952	3.3298156	3375	10875
489	cell_338	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	Endo	1.1592721	3.6917877	3375	10875
490	cell_312	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	Other	1.1273614	3.1669364	3375	10875
491	cell_692	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	Other	1.1367168	3.432634	3375	10875
492	cell_206	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.0944587	3.2459247	3375	10875
493	cell_1364	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.3386266	3.4288695	3375	10875
494	cell_646	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.3654966	3.2276816	3375	10875
495	cell_889	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.0180532	3.2803013	3375	10875
496	cell_314	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.0894656	3.3185916	3375	10875
497	cell_963	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	1.2729604	3.005161	3375	10875
498	cell_476	spot_90	0.917184675582744	0.39353156555928587	0.8648193645803982	0.9206156509662634	0.4558070292872312	0.8741347887983602	ExcitatoryL2and3	0.88677436	2.80199	3375	10875
499	cell_793	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	Npy	0.4334007	2.260518	4875	12375
500	cell_284	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	Endo	-0.35269755	2.5793498	4875	12375
501	cell_306	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	Other	-0.37308297	2.4489672	4875	12375
502	cell_1310	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	ExcitatoryL2and3	-0.070525676	2.1754417	4875	12375
503	cell_1210	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	ExcitatoryL2and3	-0.26485324	2.3896086	4875	12375
504	cell_1328	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	ExcitatoryL2and3	-0.20221032	2.374221	4875	12375
505	cell_97	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	ExcitatoryL2and3	-0.16589762	2.5692701	4875	12375
506	cell_1411	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	ExcitatoryL2and3	-0.08631349	2.4206848	4875	12375
507	cell_773	spot_130	0.9230143126068908	0.6942270025064268	0.9001355815968445	0.9028972492340313	0.7534498206940379	0.8284889833703672	Astro	-0.017913857	2.4541888	4875	12375
508	cell_339	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.379742	0.8791979	6375	7875
509	cell_315	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.073301	0.92548263	6375	7875
510	cell_1345	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.375919	0.89371616	6375	7875
511	cell_856	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.3851545	0.9289722	6375	7875
512	cell_102	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.3824732	1.0968179	6375	7875
513	cell_791	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.3819582	0.9141079	6375	7875
514	cell_435	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.2993762	0.95826197	6375	7875
515	cell_1304	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	ExcitatoryL4	3.613249	1.0694501	6375	7875
516	cell_1040	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	Endo	3.1808186	0.9403611	6375	7875
517	cell_505	spot_162	0.894162747148756	0.6064382101196004	0.8653902934458405	0.9239202996657252	0.726184129521214	0.9041466826512741	Astro	3.3928404	1.0844939	6375	7875
518	cell_886	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.5361648	1.4833502	4875	4875
519	cell_1499	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.0442114	1.735943	4875	4875
520	cell_113	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.3228374	1.6833179	4875	4875
521	cell_1290	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.3847184	1.5875951	4875	4875
522	cell_1443	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.4906645	1.4777988	4875	4875
523	cell_1073	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.361794	1.5848202	4875	4875
524	cell_511	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.694634	1.1742812	4875	4875
525	cell_1063	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL6	6.235533	1.6218833	4875	4875
526	cell_980	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL4	6.238459	1.816141	4875	4875
527	cell_968	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	Endo	6.7179723	1.4336863	4875	4875
528	cell_741	spot_120	0.9226707326922725	0.5848830147303115	0.8888919608960765	0.9319659255939208	0.6961078110793842	0.9083801141424671	ExcitatoryL2and3	6.533107	1.3475688	4875	4875
529	cell_50	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Endo	-0.9028672	1.2786869	6375	13125
530	cell_1475	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Endo	-1.0428151	1.3735018	6375	13125
531	cell_1092	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Endo	-1.005136	1.3812352	6375	13125
532	cell_290	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Endo	-1.0299268	1.4177135	6375	13125
533	cell_560	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Other	-1.0799361	1.3813784	6375	13125
534	cell_200	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Other	-1.0458477	1.3192835	6375	13125
535	cell_1089	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Astro	-1.0922279	1.3122377	6375	13125
536	cell_1390	spot_169	0.851472194421316	0.6632232677869218	0.8326473017578767	0.821602176873005	0.5632052661903247	0.795762485804737	Astro	-1.0487827	1.2939771	6375	13125
537	cell_310	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL6	5.6694927	0.37828085	7125	5625
538	cell_1215	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL6	4.809696	0.55616903	7125	5625
539	cell_463	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL6	4.731104	0.56536794	7125	5625
540	cell_21	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL6	5.9146295	0.37955353	7125	5625
541	cell_1449	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL5	4.671763	0.6118925	7125	5625
542	cell_1437	spot_178	0.9414496899168314	0.45876562301507	0.8931812832266554	0.8769958254875412	0.8232211753288672	0.8716183604716738	ExcitatoryL5	5.448253	0.43024278	7125	5625
543	cell_1041	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Endo	-0.040608574	4.891436	375	12375
544	cell_710	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Endo	0.022900438	5.0145516	375	12375
545	cell_1509	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Endo	-0.10268934	4.9605503	375	12375
546	cell_451	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Vip	-0.42792457	5.077742	375	12375
547	cell_1113	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	ExcitatoryL2and3	-0.3171895	5.023359	375	12375
548	cell_1329	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	ExcitatoryL2and3	-0.35193837	4.895296	375	12375
549	cell_1166	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	ExcitatoryL2and3	-0.29381418	4.9397078	375	12375
550	cell_1316	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	ExcitatoryL2and3	-0.20531432	5.038122	375	12375
551	cell_296	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	ExcitatoryL2and3	-0.3326942	5.0137405	375	12375
552	cell_1161	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Astro	0.08065653	5.021366	375	12375
553	cell_143	spot_16	0.9190806932137122	0.7569694367347374	0.9028695675658147	0.913154989200309	0.83009529955127	0.9048490202354051	Astro	-0.3810729	5.0052004	375	12375
554	cell_357	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	Vip	-0.34356084	4.272332	1875	12375
555	cell_461	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.40172106	4.366766	1875	12375
556	cell_377	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.074507765	4.3071404	1875	12375
557	cell_355	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.27328408	4.556878	1875	12375
558	cell_1018	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.09387613	4.389442	1875	12375
559	cell_481	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.08291347	4.133366	1875	12375
560	cell_1337	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	0.12765609	4.366335	1875	12375
561	cell_1266	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.3358509	4.4197617	1875	12375
562	cell_1313	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.1453583	4.4289103	1875	12375
563	cell_1254	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	ExcitatoryL2and3	-0.23411608	4.667095	1875	12375
564	cell_455	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	Sst	-0.06299935	4.3203554	1875	12375
565	cell_333	spot_54	0.943364298502853	0.5776459758597258	0.9067924662385403	0.9396858907767865	0.6137602541809745	0.8463480006032419	Sst	-0.07864954	4.277936	1875	12375
566	cell_244	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL6	6.5226235	0.16840728	7125	4875
567	cell_26	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL6	6.5060353	0.12863567	7125	4875
568	cell_391	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL6	6.520427	0.059695996	7125	4875
569	cell_474	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	Pvalb	6.671908	0.13697028	7125	4875
570	cell_1112	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	Pvalb	6.795652	0.040317845	7125	4875
571	cell_1296	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	Pvalb	6.793197	-0.028459063	7125	4875
572	cell_134	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL5	6.810091	-0.017638842	7125	4875
573	cell_1111	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL5	6.7962203	0.0010115129	7125	4875
574	cell_415	spot_177	0.8921846803199667	0.48536568698055693	0.8515027809860257	0.8526730144506461	0.8902376464622176	0.8564294776518033	ExcitatoryL5	6.2827168	0.23368491	7125	4875
575	cell_1482	spot_137	0.9311976096960111	0.844075397898744	0.9224853885162844	0.9268504538853336	0.8274189008495999	0.9169072985817602	ExcitatoryL6	7.858143	0.4367098	5625	3375
576	cell_1039	spot_137	0.9311976096960111	0.844075397898744	0.9224853885162844	0.9268504538853336	0.8274189008495999	0.9169072985817602	ExcitatoryL6	7.8909	0.24443386	5625	3375
577	cell_212	spot_137	0.9311976096960111	0.844075397898744	0.9224853885162844	0.9268504538853336	0.8274189008495999	0.9169072985817602	ExcitatoryL6	7.492763	0.45680505	5625	3375
578	cell_191	spot_137	0.9311976096960111	0.844075397898744	0.9224853885162844	0.9268504538853336	0.8274189008495999	0.9169072985817602	ExcitatoryL6	8.091406	0.4280382	5625	3375
